bootstrap_id,slope,intercept,r,r_squared,n
264,1.0295939694563565,-0.05769234149833219,0.9127426838001746,0.8330992068307456,1602
265,1.014304054195627,-0.0707067800219873,0.9170604921616878,0.8409999462838371,1604
266,1.0216329071649242,-0.07090786284238199,0.9199443187982571,0.8462975496891894,1599
267,1.0259138186471952,-0.0700800840263274,0.8992350639618002,0.8086237002583829,1581
268,1.0479307607698145,-0.07301951897656017,0.9152169812153383,0.837622122704917,1614
269,1.0286879014531938,-0.06218904544826731,0.8986455970579128,0.8075639091115726,1585
270,1.0368772851508379,-0.07402355734537205,0.9143308158793074,0.8360008408665199,1590
271,1.0655888570722618,-0.07300115434884524,0.8871364040853807,0.7870109994535399,1609
272,1.04010902445873,-0.0701493720449772,0.9128189007250199,0.8332383455208338,1577
273,1.0442498265879117,-0.07230974057270023,0.918988037800602,0.8445390136206007,1582
274,1.0249358119021108,-0.06945535268717085,0.9073037306995501,0.8232000597413217,1612
275,1.0305561033815536,-0.06660480856111664,0.9066450587378809,0.8220052625338156,1566
276,1.0341080006801044,-0.0757105229183736,0.9263851732380859,0.8581894891953584,1561
277,1.0122589659214052,-0.06425540248528683,0.9052598858959209,0.8194954610122956,1608
278,0.9975233635337696,-0.0647872495048431,0.9066546569740306,0.8220226670126971,1613
279,1.0264420702100547,-0.06998074510388463,0.9009438998226798,0.8116999106276988,1634
280,1.0379052900652044,-0.0669744486425854,0.9073741674936715,0.8233278798348335,1554
281,1.0288579769746702,-0.07438836278911448,0.9087476756288808,0.8258223379608935,1559
282,1.054584958979592,-0.07159371214057492,0.9005806634818304,0.8110455314373739,1609
283,1.0861594729123247,-0.07366265731093047,0.9081396218680122,0.8247175728065762,1583
284,1.016267766378037,-0.06813352071457907,0.9038283937776247,0.816905765398641,1582
285,1.068874670510889,-0.07599877372000019,0.9157638793323752,0.8386234826898811,1602
286,1.0120598669353666,-0.06864977170734587,0.919124511610261,0.8447898678428007,1609
287,1.0526381112238203,-0.0723387738436756,0.905468589523435,0.8198733666135588,1582
288,1.0187916613080128,-0.06814834762885796,0.9085036067372374,0.8253788034545689,1587
289,1.0277327803186596,-0.07070481945457838,0.9128192448553698,0.8332389737783276,1606
290,1.04072083658543,-0.06819271831579546,0.901240308422801,0.8122340935260255,1599
291,1.0508845856326476,-0.0728174570115207,0.9196724100536415,0.8457973418138733,1601
292,1.049790629837014,-0.07533074536148748,0.9065437138349998,0.821821505093754,1596
293,1.0149071911557879,-0.0695657821120339,0.9137817472201426,0.8349970815526966,1604
294,1.0416325006171256,-0.07370127402895843,0.9043681973688118,0.8178818364121141,1595
295,1.0312203574199894,-0.07182598810154239,0.9146984154531146,0.8366731912324387,1611
296,1.0410251378511641,-0.07227574264754949,0.9077954462975165,0.8240925723185072,1581
297,1.038116212396976,-0.06991448921838672,0.9057506188583271,0.8203841835622425,1595
298,1.0448019086141072,-0.073276233634541,0.9115378956407673,0.8309013351891983,1587
299,1.021559877307121,-0.07026276809908533,0.9103577942688746,0.8287513135860907,1629
300,1.0841483579311688,-0.07744960181682409,0.9160434678906915,0.8391356350652043,1586
301,1.053722108913084,-0.07497661966591318,0.9025179403835198,0.8145386327141106,1588
302,1.0449338782499156,-0.07451844950628506,0.8984322725364242,0.8071805483349637,1578
303,1.0215654949921562,-0.06417206051764557,0.9014874891421295,0.812679693079781,1596
304,1.044441378276934,-0.07316589081112157,0.9094786398177391,0.8271513962847249,1582
305,1.0382004083502123,-0.06675703499603253,0.900179774189121,0.8103236258591768,1579
306,1.0365114515172977,-0.07386871826137109,0.9163298325487096,0.8396603620187462,1623
307,1.071144024889041,-0.07879363050379107,0.9104894486188878,0.8289910360463263,1625
308,1.000764812849974,-0.06649037226959087,0.89290964850319,0.7972876403900903,1576
309,1.0598138177648873,-0.07457386530392107,0.910727741457204,0.8294250190597399,1623
310,1.0639245247224296,-0.07347896859175501,0.9192388261119795,0.8450000194317301,1585
311,1.0550977821873093,-0.0736184457289332,0.9197201450691063,0.8458851452459378,1622
312,1.0175735005785143,-0.07369464439275891,0.9128523590101989,0.8332994293504851,1610
313,1.0168472193100728,-0.07175943951994287,0.916620587763132,0.8401933019112297,1599
314,1.0278388988308222,-0.05861189422458393,0.8979177341383401,0.8062562572801308,1607
315,1.0283306712856035,-0.06053864666840153,0.8895025483972461,0.791214783605195,1594
316,1.0245267656044659,-0.07002447249483967,0.9013972234317041,0.8125169544103855,1587
317,1.0497870005816798,-0.06489942038784507,0.8989745948374783,0.8081553221632083,1611
318,1.0642003040570582,-0.07353465753121546,0.910644986821673,0.829274292023445,1604
319,1.0186506566897233,-0.07066659063735564,0.912649709677225,0.8329294925739231,1643
320,1.0398211204496448,-0.07436660748345775,0.9135944989510918,0.8346549085136965,1603
321,1.0372226624452505,-0.06849838670554842,0.9044067491421005,0.8179515678937823,1605
322,1.0648930343041527,-0.06879246427513858,0.9051408393594973,0.8192799390764153,1618
323,1.0517134982407212,-0.07837635390302128,0.9127639048156947,0.8331379459343946,1601
324,1.0489291423344898,-0.06701925852452928,0.9083956924276756,0.8251827340211562,1612
325,1.0502596236401407,-0.07048430995407418,0.9174712680044804,0.8417535276137491,1606
326,1.0610819405296423,-0.06392270395926536,0.9035578944883311,0.8164168686921861,1609
327,1.0444525461973002,-0.07078694342654046,0.9139702225555153,0.8353415677181781,1568
328,1.0836945543462708,-0.07127256602008963,0.9036167667326545,0.8165232611203764,1576
329,1.0492763011674038,-0.06836133198282557,0.9005768764571702,0.8110387104093533,1561
